8100050|13.22000
8150050|13.22000
8100060|13.22000
8150060|13.22000
8100070|13.22000
8150070|13.22000
8100132|12.46000
8150132|12.46000
8100080|12.67000
8150080|12.67000
8100090|10.65000
8150090|10.65000
8100100|8.26000
8150100|8.26000
8300100|15.23000
8100110|8.26000
8150110|8.26000
8100364|8.26000
8150364|8.26000
8100120|8.26000
8150120|8.26000
8100125|8.26000
8150125|8.26000
8100130|8.26000
8150130|8.26000
8300130|16.77000
8100140|8.26000
8150140|8.26000
8300140|16.77000
8100150|6.60000
8150150|6.60000
8300150|15.23000
8100116|6.60000
8150116|6.60000
8100160|6.60000
8150160|6.60000
8100170|6.60000
8150170|6.60000
8100180|6.60000
8150180|6.60000
8300180|16.77000
8100190|6.60000
8150190|6.60000
8100564|5.32000
8150564|5.32000
8100200|5.32000
8150200|5.32000
8300200|15.97000
8100210|5.32000
8150210|5.32000
8100220|5.32000
8150220|5.32000
8150225|5.32000
8100230|5.32000
8150230|5.32000
8100332|5.32000
8150332|5.32000
8100240|5.32000
8150240|5.32000
8300240|16.77000
8100250|4.65000
8150250|4.65000
8300250|16.77000
8300250T|16.77000
8100260|4.65000
8150260|4.65000
8100270|4.65000
8150270|4.65000
8150275|4.65000
8100764|4.65000
8150764|4.65000
8100280|4.65000
8150280|4.65000
8300280|20.53000
8100290|4.65000
8150290|4.65000
8100300|4.65000
8150300|4.65000
8300300|17.11000
8100310|5.38000
8150310|5.38000
8100018|4.49000
8150018|4.49000
8100320|5.38000
8150320|5.38000
8300320|20.53000
8150325|5.38000
8100330|5.38000
8150330|5.38000
8100340|5.38000
8150340|5.38000
8100350|4.86000
8150350|4.86000
8300350|19.36000
8300350T|19.36000
8100964|4.86000
8150964|4.86000
8100360|6.05000
8150360|6.05000
8100370|6.05000
8150370|6.05000
8150375|6.05000
8100380|6.05000
8150380|6.05000
8100390|6.05000
8150390|6.05000
8100532|5.03000
8150532|5.03000
8100400|5.03000
8150400|5.03000
8300400|21.10000
8300400T|21.10000
8100410|6.26000
8150410|6.26000
8300410|21.10000
8100420|6.26000
8150420|6.26000
8300420|23.20000
8150425|6.26000
8100430|6.26000
8150430|6.26000
8101164|5.77000
8151164|5.77000
8100440|6.26000
8150440|6.26000
8100450|5.77000
8150450|5.77000
8300450|23.20000
8100460|7.24000
8150460|7.24000
8100470|7.24000
8150470|7.24000
8150475|7.24000
8100316|6.29000
8150316|6.29000
8100480|7.24000
8150480|7.24000
8100490|7.24000
8150490|7.24000
8100500|6.29000
8150500|6.29000
8300500|27.72000
8300500T|27.72000
8100510|7.87000
8150510|7.87000
8101364|6.29000
8151364|6.29000
8100520|7.87000
8150520|7.87000
8300520|30.65000
8150525|7.87000
8100530|7.87000
8150530|7.87000
8100540|7.87000
8150540|7.87000
8100550|6.68000
8150550|6.68000
8300550|30.65000
8300550T|30.65000
8100732|6.68000
8150732|6.68000
8100560|8.37000
8150560|8.37000
8300560|33.83000
8100570|8.37000
8150570|8.37000
8150575|8.37000
8100580|8.37000
8150580|8.37000
8100590|8.37000
8150590|8.37000
8101564|7.74000
8151564|7.74000
8100600|7.74000
8150600|7.74000
8300600|33.83000
8300600T|33.83000
8100610|9.66000
8150610|9.66000
8300610|33.83000
8100620|9.66000
8150620|9.66000
8100630|9.66000
8150630|9.66000
8100014|9.44000
8150014|9.44000
8300014|38.74000
8100640|9.66000
8150640|9.66000
8100650|9.44000
8150650|9.44000
8300650|38.74000
8300650T|38.74000
8100660|11.79000
8150660|11.79000
8100670|11.79000
8150670|11.79000
8101764|10.13000
8151764|10.13000
8150675|11.79000
8100680|11.79000
8150680|11.79000
8100690|11.79000
8150690|11.79000
8100700|10.13000
8150700|10.13000
8300700|41.96000
8300700T|41.96000
8100710|12.65000
8150710|12.65000
8100932|11.72000
8150932|11.72000
8100720|12.65000
8150720|12.65000
8150725|12.65000
8100730|12.65000
8150730|12.65000
8300730|41.96000
8100740|12.65000
8150740|12.65000
8100750|11.72000
8150750|11.72000
8300750|51.60000
8300750T|51.60000
8101964|12.57000
8151964|12.57000
8100760|14.66000
8150760|14.66000
8100770|14.66000
8150770|14.66000
8150775|14.66000
8100780|14.66000
8150780|14.66000
8100790|14.66000
8150790|14.66000
8100516|12.57000
8150516|12.57000
8100800|12.57000
8150800|12.57000
8300800|57.23000
8300800T|57.23000
8100810|15.73000
8150810|15.73000
8100820|15.73000
8150820|15.73000
8150825|15.73000
8100830|15.73000
8150830|15.73000
8102164|15.06000
8152164|15.06000
8100840|15.73000
8150840|15.73000
8200840|105.40000
8100850|15.09000
8150850|15.09000
8300850|59.13000
8300850T|59.13000
8100860|18.88000
8150860|18.88000
8100870|18.88000
8150870|18.88000
8101132|17.47000
8151132|17.47000
8150875|18.88000
8100880|18.88000
8150880|18.88000
8100890|18.88000
8150890|18.88000
8100900|17.47000
8150900|17.47000
8300900|71.50000
8300900T|71.50000
8100910|21.84000
8150910|21.84000
8102364|20.85000
8152364|20.85000
8100920|21.84000
8150920|21.84000
8150925|21.84000
8100930|21.84000
8150930|21.84000
8100940|21.84000
8150940|21.84000
8100950|20.85000
8150950|20.85000
8300950|76.27000
8300950T|76.27000
8100038|20.85000
8150038|20.85000
8200038|102.47000
8100960|26.09000
8150960|26.09000
8100970|26.09000
8150970|26.09000
8150975|26.09000
8100980|26.09000
8150980|26.09000
8100990|26.09000
8150990|26.09000
8102564|26.09000
8152564|26.09000
8101000|24.00000
8151000|24.00000
8301000|78.70000
8301000T|78.70000
8201000|102.47000
8201000T|102.47000
8201000O|102.47000
8101010|30.03000
8151010|30.03000
8101020|30.03000
8151020|30.03000
8201020|105.40000
8101030|30.03000
8151030|30.03000
8101332|26.73000
8151332|26.73000
8101040|30.03000
8151040|30.03000
8201040|105.40000
8101050|26.73000
8151050|26.73000
8301050|80.36400
8301050T|80.36000
8201050|105.40000
8101060|33.41000
8151060|33.41000
8101070|33.41000
8151070|33.41000
8102764|33.41000
8152764|33.41000
8151075|33.41000
8101080|33.41000
8151080|33.41000
8101090|33.41000
8151090|33.41000
8101100|29.07000
8151100|29.07000
8301100|82.07000
8301100T|82.07000
8201100|110.64000
8201100T|110.64000
8101110|36.71000
8151110|36.71000
8100716|29.38000
8150716|29.38000
8200716|117.45000
8101120|36.71000
8151120|36.71000
8151125|36.71000
8101130|36.71000
8151130|36.71000
8101140|36.71000
8151140|36.71000
8101150|31.79000
8151150|31.79000
8301150|85.82000
8301150T|85.82000
8201150|117.45000
8201150T|117.45000
8201150O|117.45000
8102964|31.79000
8152964|31.79000
8101160|39.71000
8151160|39.71000
8101170|39.71000
8151170|39.71000
8151175|39.71000
8101180|39.71000
8151180|39.71000
8301180|181.06000
8101190|39.71000
8151190|39.71000
8101532|33.81000
8151532|33.81000
8101200|33.64000
8151200|33.64000
8301200|99.20000
8301200T|99.20000
8201200|116.25000
8201200T|116.25000
8101210|42.03000
8151210|42.03000
8101220|42.03000
8151220|42.03000
8151225|42.03000
8101230|42.03000
8151230|42.03000
8103164|42.03000
8153164|42.03000
8101240|42.03000
8151240|42.03000
8101250|35.65000
8151250|35.65000
8301250|101.67000
8301250T|101.67000
8201250|118.36000
8101260|44.52000
8151260|44.52000
8101270|44.52000
8151270|44.52000
8100012|35.65000
8150012|35.65000
8200012|120.01000
8200012O|120.01000
8151275|44.52000
