86|132|9
3382|132|9
411|132|9
4129|132|9
38581|132|9
37659|132|9
1823|132|9
38172|132|9
38469|132|9
2694|132|9
37552|133|9
252|133|9
4449|133|9
4956|133|9
38783|133|9
38733|133|9
998|133|9
37626|133|9
4672|133|9
39434|133|9
206|133|9
38332|133|9
593|133|9
38444|133|9
39265|133|9
1058|133|9
2866|133|9
40306|133|9
3824|133|9
28613|133|9
17274|133|9
274|133|9
28695|133|9
1720|133|9
38041|133|9
37034|132|9
38098|133|9
3193|133|9
17|132|9
4820|132|9
38975|132|9
2960|132|9
38964|132|9
38256|132|9
469|132|9
223|133|9
481|132|9
9939|132|9
38638|132|9
38011|132|9
76|132|9
39363|132|9
17848|132|9
404|132|9
1111|132|9
17699|132|9
3284|132|9
38430|132|9
38853|132|9
39448|132|9
3673|132|9
38040|132|9
38112|132|9
37588|132|9
226|132|9
17734|132|9
179|132|9
182|133|9
3382|132|9
38818|132|9
38843|132|9
193|133|9
38669|132|9
169|132|9
224|132|9
3743|132|9
2961|132|9
38103|132|9
392|132|9
268|132|9
268|132|9
271|132|9
461|132|9
38787|133|9
33066|132|9
41289|132|9
484|132|9
3126|132|9
4930|132|9
37020|132|9
38498|132|9
17866|132|9
38789|132|9
38908|132|9
38257|132|9
560|132|9
505|132|9
38537|132|9
950|132|9
2120|133|9
38392|132|9
902|132|9
164|132|9
3554|132|9
38306|132|9
778|132|9
639|132|9
655|132|9
3158|132|9
37560|132|9
644|132|9
38981|132|9
38709|133|9
647|132|9
2924|132|9
707|132|9
39410|132|9
38258|132|9
4853|132|9
38559|132|9
18065|132|9
18066|132|9
39319|133|9
868|132|9
37926|132|9
3083|132|9
3909|132|9
37802|132|9
811|132|9
38825|132|9
664|132|9
908|132|9
660|132|9
1786|132|9
39080|132|9
38904|132|9
38262|132|9
1417|132|9
1011|132|9
1028|133|9
1352|132|9
3466|132|9
1041|132|9
38330|132|9
18113|132|9
18149|132|9
1365|132|9
18156|132|9
37986|132|9
2829|132|9
38516|132|9
38516|132|9
38741|132|9
38108|132|9
37556|132|9
2750|132|9
36377|132|9
1183|132|9
2994|132|9
1176|133|9
1178|132|9
40329|132|9
38382|132|9
991|132|9
37736|132|9
1249|132|9
37685|132|9
4637|132|9
5001|132|9
1312|132|9
1273|133|9
38755|132|9
2983|132|9
1274|132|9
1212|132|9
18230|132|9
38316|132|9
38816|132|9
