38183|132|9
1663|132|9
948|132|9
205|132|9
4745|132|9
38748|132|9
17478|132|9
39186|132|9
38813|132|9
38385|132|9
38200|132|9
834|132|9
834|132|9
37860|132|9
36733|132|9
1697|132|9
1708|132|9
2732|132|9
39151|132|9
960|132|9
3614|132|9
37773|132|9
1587|132|9
1608|132|9
703|132|9
39379|132|9
3109|132|9
38572|132|9
2846|132|9
1711|132|9
1660|132|9
18312|132|9
2885|132|9
38485|132|9
18324|132|9
634|132|9
3103|132|9
1779|132|9
1904|132|9
3846|132|9
1865|132|9
1735|132|9
1874|132|9
38969|132|9
39234|132|9
39360|132|9
4713|132|9
18556|132|9
38812|132|9
38453|132|9
37974|132|9
1929|132|9
19361|133|9
40818|132|9
1405|132|9
1933|132|9
3915|133|9
430|133|9
38221|133|9
39381|133|9
38081|133|9
1320|133|9
1798|133|9
41274|133|9
3211|133|9
3924|133|9
1805|132|9
2322|132|9
41276|132|9
39438|132|9
38477|132|9
38404|132|9
39082|132|9
1054|132|9
1184|132|9
1310|132|9
17467|132|9
36966|132|9
1029|132|9
38277|132|9
38212|132|9
37623|132|9
38507|132|9
211|132|9
39101|133|9
37858|132|9
38526|132|9
3797|132|9
37888|132|9
935|132|9
554|132|9
602|132|9
900|132|9
38395|132|9
38148|132|9
4606|132|9
4346|132|9
38901|132|9
1037|132|9
1444|132|9
38361|132|9
38290|132|9
38240|132|9
38842|132|9
38487|132|9
38823|132|9
39153|132|9
38013|132|9
997|132|9
997|132|9
19395|132|9
38294|132|9
38199|132|9
3683|132|9
1910|132|9
38919|132|9
3053|132|9
18555|133|9
1748|132|9
39449|132|9
1762|132|9
38756|132|9
99|133|9
324|133|9
3580|133|9
39203|133|9
38713|133|9
4013|133|9
22803|133|9
39112|133|9
1168|133|9
1675|133|9
4328|133|9
9932|133|9
41248|132|9
39221|132|9
38509|132|9
3124|132|9
107|132|9
37583|132|9
2336|132|9
217|132|9
38875|132|9
9928|133|9
38088|132|9
36408|132|9
40330|132|9
38415|133|9
654|132|9
359|132|9
39022|132|9
39524|132|9
3900|132|9
38808|133|9
37327|132|9
4011|133|9
38961|132|9
2408|132|9
39020|132|9
149|132|9
89|133|9
3382|132|9
3811|132|9
4361|133|9
236|132|9
39219|132|9
3787|132|9
9946|132|9
38335|132|9
37963|132|9
460|133|9
90|132|9
38020|132|9
19401|132|9
538|132|9
19350|132|9
2988|132|9
577|132|9
38734|132|9
41313|132|9
38450|132|9
746|133|9
735|132|9
38899|132|9
641|132|9
667|132|9
673|132|9
2987|132|9
694|132|9
4892|132|9
39202|132|9
154|132|9
37570|132|9
38542|132|9
627|132|9
38380|132|9
3163|132|9
769|132|9
941|133|9
38402|133|9
38351|132|9
790|132|9
39160|132|9
836|132|9
3532|132|9
837|132|9
4712|132|9
38689|132|9
38850|132|9
3180|132|9
37576|132|9
3026|132|9
1013|132|9
39370|132|9
38620|132|9
40311|132|9
36353|132|9
3770|132|9
1065|132|9
37580|133|9
1438|132|9
1346|132|9
1759|132|9
38282|132|9
38939|132|9
40845|132|9
38062|132|9
1121|132|9
39278|132|9
38494|132|9
1441|132|9
41307|132|9
38207|132|9
39535|132|9
419|132|9
41286|132|9
38564|132|9
37530|132|9
1456|132|9
37930|132|9
1449|132|9
1450|132|9
38777|132|9
19174|133|9
9927|133|9
4875|132|9
36337|132|9
41323|132|9
38241|133|9
19217|133|9
38583|132|9
1867|132|9
39245|132|9
39133|132|9
38912|132|9
19233|132|9
37483|132|9
3938|132|9
38441|132|9
1819|132|9
40810|132|9
2975|132|9
624|132|9
1630|132|9
38893|132|9
1831|132|9
19377|132|9
1811|132|9
38607|132|9
38325|132|9
1529|132|9
3067|132|9
3043|133|9
1718|133|9
3569|132|9
1896|133|9
1884|132|9
12664|133|9
41314|132|9
38736|132|9
3620|132|9
36361|132|9
39316|132|9
38642|132|9
39149|132|9
38864|132|9
41282|132|9
229|133|9
37104|133|9
860|133|9
39347|133|9
39046|133|9
4816|133|9
1022|133|9
41325|133|9
9965|133|9
347|133|9
3161|132|9
219|133|9
38806|132|9
3016|133|9
452|133|9
483|132|9
35033|132|9
37907|132|9
38903|132|9
474|133|9
39163|133|9
571|132|9
682|133|9
38943|132|9
3319|132|9
36685|132|9
37582|133|9
1074|133|9
1301|132|9
2928|132|9
38009|132|9
41249|133|9
37574|132|9
37878|132|9
38635|132|9
39420|132|9
40699|132|9
40692|132|9
40691|132|9
40701|132|9
38574|132|9
37604|132|9
2685|132|9
3133|132|9
36351|133|9
38649|132|9
39223|132|9
4883|132|9
2138|132|9
38223|132|9
68|132|9
4604|132|9
1816|132|9
37603|132|9
37094|132|9
9954|132|9
3113|132|9
37770|132|9
105|132|9
265|133|9
39437|133|9
256|132|9
3819|132|9
246|132|9
425|133|9
37794|132|9
37667|132|9
2072|133|9
41241|133|9
371|133|9
930|133|9
339|133|9
36376|133|9
511|133|9
38687|132|9
2132|132|9
2805|132|9
601|133|9
38697|132|9
579|133|9
802|132|9
2156|132|9
3312|132|9
983|132|9
1388|132|9
1287|133|9
2783|132|9
38691|133|9
38050|132|9
1125|132|9
37831|132|9
39154|132|9
39307|132|9
38529|132|9
3025|132|9
1852|133|9
38670|132|9
38096|132|9
39358|132|9
39103|132|9
38220|133|9
1882|133|9
40829|132|9
38921|132|9
1866|132|9
3942|132|9
38582|132|9
3941|132|9
39091|132|9
37960|133|9
1713|132|9
38491|132|9
38109|132|9
38303|132|9
3615|133|9
41246|132|9
4694|133|9
39361|132|9
423|132|9
39428|132|9
38765|132|9
39305|132|9
39310|132|9
17734|133|9
2273|132|9
38794|132|9
3767|132|9
38465|132|9
39253|132|9
40840|132|9
38534|132|9
3155|132|9
38442|132|9
3494|132|9
41327|132|9
38815|132|9
39350|132|9
39520|132|9
1749|132|9
38553|132|9
39039|132|9
40322|132|9
9960|132|9
3593|132|9
3341|132|9
39385|132|9
17499|132|9
38696|133|9
2084|132|9
720|132|9
38163|132|9
38664|132|9
31|133|9
39426|132|9
2299|133|9
4861|133|9
38611|133|9
2135|132|9
43|133|9
3632|133|9
37792|133|9
4664|133|9
4664|133|9
60|133|9
39049|132|9
38384|132|9
38460|133|9
4339|132|9
4894|132|9
38880|132|9
38170|133|9
37904|132|9
23|132|9
38260|132|9
243|133|9
227|133|9
239|133|9
249|133|9
804|133|9
3196|132|9
310|133|9
2933|133|9
36345|132|9
509|132|9
2927|133|9
19763|133|9
561|132|9
562|133|9
38075|132|9
39216|132|9
584|132|9
39268|132|9
4954|133|9
38759|132|9
38224|132|9
3082|132|9
612|132|9
652|132|9
3554|132|9
3127|133|9
39405|132|9
247|133|9
871|133|9
3779|132|9
37841|132|9
38363|133|9
800|133|9
775|133|9
740|133|9
19651|132|9
789|132|9
26316|132|9
37852|133|9
39373|133|9
933|132|9
37936|133|9
4340|133|9
38612|132|9
792|133|9
39249|133|9
812|133|9
817|133|9
838|133|9
4299|133|9
1335|133|9
38513|133|9
1398|133|9
38364|133|9
38528|132|9
1020|133|9
38785|132|9
1048|132|9
38862|132|9
1306|133|9
1070|133|9
2951|133|9
38769|132|9
3758|132|9
1360|133|9
37636|132|9
1137|133|9
39395|133|9
37615|132|9
39033|133|9
1432|133|9
1174|132|9
38776|133|9
1201|133|9
1419|133|9
38520|133|9
38598|132|9
1260|132|9
37896|133|9
1292|133|9
19560|132|9
114|133|9
38962|132|9
19413|133|9
38836|132|9
39522|133|9
39276|133|9
1537|133|9
3831|133|9
1812|133|9
38888|133|9
1579|133|9
2731|132|9
37630|133|9
37610|133|9
38546|133|9
1926|133|9
4727|132|9
2838|133|9
9915|132|9
1886|132|9
1818|133|9
39113|133|9
1677|133|9
38438|132|9
1815|133|9
2068|133|9
1785|133|9
19380|133|9
3734|133|9
2867|132|9
39413|132|9
1706|133|9
1725|133|9
41295|133|9
38023|132|9
37994|132|9
1917|132|9
37870|133|9
38079|133|9
4806|132|9
4941|132|9
38447|132|9
1770|132|9
