8204050|1016.55
8204100|1016.55
8204100T|1016.55
820158|1016.55
8204150|1016.55
8204200|1123.54
8204250|1123.54
81011116|1154.69
8204300|1154.69
8204300T|1154.69
8204350|1175.71
8204400|1175.71
820134|1284.14
8204450|1284.14
8204500|1284.14
8204550|1373.26
8204600|1373.26
82011316|1373.26
8204650|1373.26
8204700|1480.26
8204700T|1480.26
8204750|1480.26
820178|1551.64
8204800|1551.64
8204850|1555.52
8204900|1552.52
82011516|1655.51
8204950|1655.51
8205000|1655.51
8200002|1783.90
8205100|1886.67
8205200|2042.01
8205300|2073.43
820218|2189.01
8205400|2189.01
8205500|2313.56
8202316|2403.02
8205600|2403.02
8205700|2509.45
820214|2621.67
8205800|2621.67
8202516|2718.54
8205900|2732.19
8206000|2732.19
820238|2732.19
MCD0011300TL|1089.54
MCD0011400TL|1148.27
MCM0061400|1185.33
MCM0191400|1345.46
MCM0011600T|1140.25
MCM0011600TL|1211.51
MCM0061600|1557.79
MCM0041600|1135.75
MCM0161600|1194.08
MCM0151600|1010.63
MCM0151600T|1188.98
MCM0151600TL|1263.29
MCM0191600|1755.54
MCM0191600TL|2194.43
MCM0011800|1308.42
MCM0061800|2100.58
MCM0041800|1551.96
MCM0041800TL|1939.95
MCM0161800|1637.13
MCM0151800|1369.09
MCM0191800|2389.92
MCM0151800TL|2987.40
MCM0012000|1625.46
MCM0012000TL|2031.83
MCM0062000|2361.63
MCM0042000|1919.57
MCM0162000|1938.71
MCM0152000|1652.88
MCM0152000TL|2066.10
MCM0192000|2624.71
MCM0012200|2275.56
MCM0062200|2914.62
MCM0042200|2232.30
MCM0162200|2171.25
MCM0152200|2732.15
MCM0012500|2890.00
MCM0062500|3985.63
MCM0042500|3435.32
MMC0162500|3489.68
MCM0152500|3356.48
MCM0152500TL|3859.95
MCM0192500|4432.46
501304|1071.07
501364|1178.18
5031144|1209.92
5031124|1579.02
5051144|1209.92
5811123|1036.20
581023|1547.20
5061125|1391.35
5061345|1783.11
506025|1995.88
451330T|1071.24
4561112|1695.28
4562112|1695.28
4563112|1541.39
