7|8|9|9|0|7|0|8|0|0|0|1|5|7899070800015|BP-431
7|8|9|9|0|7|0|8|0|0|0|2|2|7899070800022|BP-432
7|8|9|9|0|7|0|8|0|0|0|3|9|7899070800039|BP-433
7|8|9|9|0|7|0|8|0|0|0|4|6|7899070800046|BP-434
7|8|9|9|0|7|0|8|0|0|0|5|3|7899070800053|BP-435
7|8|9|9|0|7|0|8|0|0|0|6|0|7899070800060|BP-436
7|8|9|9|0|7|0|8|0|0|0|7|7|7899070800077|BP-437
7|8|9|9|0|7|0|8|0|0|0|8|4|7899070800084|BP-438
7|8|9|9|0|7|0|8|0|0|0|9|1|7899070800091|BP-439
7|8|9|9|0|7|0|8|0|0|1|0|7|7899070800107|BP-440
7|8|9|9|0|7|0|8|0|0|1|1|4|7899070800114|BP-441
7|8|9|9|0|7|0|8|0|0|1|2|1|7899070800121|BP-442
7|8|9|9|0|7|0|8|0|0|1|3|8|7899070800138|BP-443
7|8|9|9|0|7|0|8|0|0|1|4|5|7899070800145|BP-444
7|8|9|9|0|7|0|8|0|0|1|5|2|7899070800152|BP-445
7|8|9|9|0|7|0|8|0|0|1|6|9|7899070800169|BP-446
7|8|9|9|0|7|0|8|0|0|1|7|6|7899070800176|BP-447
7|8|9|9|0|7|0|8|0|0|1|8|3|7899070800183|BP-448
7|8|9|9|0|7|0|8|0|0|1|9|0|7899070800190|BP-449
7|8|9|9|0|7|0|8|0|0|2|0|6|7899070800206|BP-450
7|8|9|9|0|7|0|8|0|0|2|1|3|7899070800213|BP-451
7|8|9|9|0|7|0|8|0|0|2|2|0|7899070800220|BR-430
7|8|9|9|0|7|0|8|0|0|2|3|7|7899070800237|BR-431
7|8|9|9|0|7|0|8|0|0|2|4|4|7899070800244|BR-433
7|8|9|9|0|7|0|8|0|0|2|5|1|7899070800251|BR-432
7|8|9|9|0|7|0|8|0|0|2|6|8|7899070800268|BR-436
7|8|9|9|0|7|0|8|0|0|2|7|5|7899070800275|BR-435
7|8|9|9|0|7|0|8|0|0|2|8|2|7899070800282|BR-434
7|8|9|9|0|7|0|8|0|0|2|9|9|7899070800299|BR-440
7|8|9|9|0|7|0|8|0|0|2|0|6|7899070800206|BR-439
7|8|9|9|0|7|0|8|0|0|3|1|2|7899070800312|BR-438
7|8|9|9|0|7|0|8|0|0|3|2|9|7899070800329|BRST-438
7|8|9|9|0|7|0|8|0|0|3|3|6|7899070800336|BR-437
7|8|9|9|0|7|0|8|0|0|3|4|3|7899070800343|BR-444
7|8|9|9|0|7|0|8|0|0|3|5|0|7899070800350|BR-443
7|8|9|9|0|7|0|8|0|0|3|6|7|7899070800367|BR-442
7|8|9|9|0|7|0|8|0|0|3|7|4|7899070800374|BR-441
7|8|9|9|0|7|0|8|0|0|3|8|1|7899070800381|CG-1122
7|8|9|9|0|7|0|8|0|0|3|9|8|7899070800398|CG-1123
7|8|9|9|0|7|0|8|0|0|4|0|4|7899070800404|CG-1124
7|8|9|9|0|7|0|8|0|0|4|1|1|7899070800411|CG-1125
7|8|9|9|0|7|0|8|0|0|4|2|8|7899070800428|CG-1126
7|8|9|9|0|7|0|8|0|0|4|3|5|7899070800435|CG-1127
7|8|9|9|0|7|0|8|0|0|4|4|2|7899070800442|CG-1128
7|8|9|9|0|7|0|8|0|0|4|5|9|7899070800459|CG-1112
7|8|9|9|0|7|0|8|0|0|4|6|6|7899070800466|CG-1129
7|8|9|9|0|7|0|8|0|0|4|7|3|7899070800473|CG-1130
7|8|9|9|0|7|0|8|0|0|4|8|0|7899070800480|CG-1113
7|8|9|9|0|7|0|8|0|0|4|9|7|7899070800497|CG-1114
7|8|9|9|0|7|0|8|0|0|5|0|3|7899070800503|CG-1115
7|8|9|9|0|7|0|8|0|0|5|1|0|7899070800510|CG-1116
7|8|9|9|0|7|0|8|0|0|5|2|7|7899070800527|CG-1117
7|8|9|9|0|7|0|8|0|0|5|3|4|7899070800534|CG-1118
7|8|9|9|0|7|0|8|0|0|5|4|1|7899070800541|CG-1119
7|8|9|9|0|7|0|8|0|0|5|5|8|7899070800558|CG-1120
7|8|9|9|0|7|0|8|0|0|5|6|5|7899070800565|CG-1121
7|8|9|9|0|7|0|8|0|0|5|7|2|7899070800572|CG-1131
7|8|9|9|0|7|0|8|0|0|5|8|9|7899070800589|CG-1140
7|8|9|9|0|7|0|8|0|0|5|9|6|7899070800596|CG-1141
