FTH-190|1|31|24.34
FTH-200|1|22|17.27
FTH-201|1|18.01|14.14
FTH-202|1|16.83|13.22
FTH-203|1|21.05|16.52
FTH-204|1|22.49|17.65
FTH-205|1|27.24|21.38
FTH-210|1|17.83|14
FTH-211|1|17.12|13.44
FTH-212|1|17.12|13.44
FTH-213|1|16.65|13.07
FTH-214|1|20.56|16.14
FTH-215|1|20.43|16.04
FTH-216|1|24.61|19.32
FTH-217|1|22.57|17.72
FTH-218|1|27.24|21.38
FTH-219|1|27.54|21.62
FTH-220|1|33.77|26.51
FTH-221|1|34.04|26.72
FTH-222|1|39.57|31.06
FTH-223|1|42.44|33.31
FTH-224|1|49.51|38.87
FTH-225|1|59.77|46.92
FTH-230|1|24.97|19.6
FTH-231|1|18.33|14.39
FTH-232|1|26.03|20.43
FTH-233|1|18.33|14.39
FTH-234|1|22|17.27
FTH-235|1|24.31|19.08
FTH-236|1|31.5|24.73
FTH-237|1|32.23|25.3
FTH-238|1|40.27|31.61
FTH-239|1|44.81|35.17
BMD-300|1|20.2|15.86
BMD-301|1|20.2|15.86
BMD-302|1|37.15|29.16
BMD-303|1|43.04|33.79
BMD-304|1|53.34|41.88
BMD-305|1|60.96|47.86
BMD-306|1|106.65|83.72
BMD-307|1|112.39|88.23
BMD-308|1|179.05|140.55
BMD-309|1|179.05|140.55
BMD-310|1|262.88|206.36
MCH-001|1|59.47|46.68
MCH-002|1|85.19|66.87
MCH-003|1|85.19|66.87
MCH-004|1|85.19|66.87
MCH-005|1|110.91|87.06
MCH-006|1|118.94|93.37
