D12X10|100|0.33|100|0.3
D12X12|100|0.33|100|0.3
D12X14|100|0.33|100|0.3
D12X16|100|0.33|100|0.3
D12X18|100|0.33|100|0.3
D12X20|100|0.33|100|0.3
D12X22|100|0.33|100|0.3
D12X24|100|0.34|100|0.31
D12X26|100|0.34|100|0.31
D12X28|100|0.34|100|0.31
D12X30|100|0.34|100|0.31
D12X32|100|0.34|100|0.31
D12X36|100|0.34|100|0.31
D12.3X35/PE-1003|100|0.26|100|0.23
D12.3X35T/PET-1050|100|0.28|100|0.25
D12.5X10|100|0.31|100|0.28
D12.5X12|100|0.31|100|0.28
D12.5X14|100|0.31|100|0.28
D12.5X16|100|0.31|100|0.28
D12.5X18|100|0.31|100|0.28
D12.5X20|100|0.31|100|0.28
D12.5X22|100|0.31|100|0.28
D12.5X24|100|0.31|100|0.28
D12.5X26|100|0.31|100|0.28
D12.5X28|100|0.32|100|0.28
D12.5X30|100|0.32|100|0.28
D12.5X32|100|0.32|100|0.29
D12.5X34|100|0.33|100|0.3
D12.5X36|100|0.33|100|0.3
D12.5X38|100|0.33|100|0.3
D12.5X40|100|0.33|100|0.3
D13X10|100|0.25|100|0.22
D13X12|100|0.25|100|0.22
D13X14|100|0.25|100|0.22
D13X16|100|0.26|100|0.23
D13X18|100|0.26|100|0.23
D13X20|100|0.26|100|0.23
D13X22|100|0.26|100|0.23
D13X24|100|0.26|100|0.23
D13X26|100|0.27|100|0.24
D13X28|100|0.27|100|0.24
D13X30|100|0.27|100|0.24
D13X32|100|0.27|100|0.24
D13X36|100|0.27|100|0.25
D13X40|100|0.27|100|0.25
D13X45|100|0.27|100|0.25
D13X50/PE-1004|100|0.28|100|0.25
D13X50T/PET-1051|100|0.32|100|0.28
D13.7X65/PE-1005|100|0.32|100|0.29
D13.7X65T/PET-1052|100|0.37|100|0.33
D14X10|100|0.25|100|0.22
D14X100|100|0.5|100|0.45
D14X12|100|0.26|100|0.23
D14X14|100|0.26|100|0.23
D14X16|100|0.26|100|0.23
D14X18|100|0.26|100|0.23
D14X20|100|0.27|100|0.24
D14X22|100|0.27|100|0.24
D14X24|100|0.27|100|0.24
D14X26|100|0.27|100|0.24
D14X28|100|0.27|100|0.25
D14X30|100|0.27|100|0.25
D14X32|100|0.27|100|0.25
D14X36|100|0.29|100|0.26
D14X40|100|0.29|100|0.26
D14X45|100|0.3|100|0.27
D14X50|100|0.31|100|0.28
D14X55|100|0.31|100|0.28
D14X60|100|0.33|100|0.3
D14X70|100|0.35|100|0.31
D14X80|100|0.37|100|0.33
D14X90|100|0.48|100|0.43
D14.5X75/PE-1006|100|0.5|100|0.45
D14.5X75T/PET-1053|100|0.57|100|0.51
D15X10|100|0.26|100|0.23
D15X100|100|0.58|100|0.52
D15X12|100|0.27|100|0.24
D15X14|100|0.27|100|0.24
D15X16|100|0.27|100|0.24
D15X18|100|0.27|100|0.25
D15X20|100|0.27|100|0.25
D15X22|100|0.27|100|0.25
D15X24|100|0.28|100|0.25
D15X26|100|0.28|100|0.25
D15X28|100|0.28|100|0.25
D15X30|100|0.29|100|0.26
D15X32|100|0.35|100|0.31
D15X36|100|0.36|100|0.32
D15X40|100|0.37|100|0.33
D15X45|100|0.37|100|0.34
D15X50|100|0.38|100|0.34
D15X55|100|0.39|100|0.35
D15X60|100|0.42|100|0.37
D15X70|100|0.44|100|0.4
D15X80|100|0.46|100|0.41
D15X90|100|0.52|100|0.47
D15.2X90/PE-1007|100|0.66|100|0.59
D15.2X90T/PET-1054|100|0.79|100|0.71
D16X100|100|0.67|100|0.6
D16X110|100|1.02|100|0.91
D16X12|100|0.32|100|0.28
D16X14|100|0.32|100|0.28
D16X16|100|0.32|100|0.29
D16X18|100|0.32|100|0.29
D16X20|100|0.33|100|0.3
D16X22|100|0.33|100|0.3
D16X24|100|0.34|100|0.31
D16X26|100|0.34|100|0.31
D16X28|100|0.35|100|0.31
D16X30|100|0.35|100|0.31
D16X32|100|0.37|100|0.33
D16X36|100|0.37|100|0.34
D16X40|100|0.38|100|0.34
D16X45|100|0.39|100|0.35
D16X50|100|0.42|100|0.38
D16X55|100|0.43|100|0.39
D16X60|100|0.45|100|0.4
D16X70|100|0.47|100|0.43
D16X80|100|0.61|100|0.55
D16X90|100|0.63|100|0.57
D16.1X98/PE-1008|100|0.77|100|0.69
D16.1X98T/PET-1055|100|0.96|100|0.86
D16.8X110/PE-1009|100|1.19|100|1.07
D16.8X110T/PET-1056|100|1.39|100|1.25
D17X100|100|1.15|100|1.03
D17X110|100|1.19|100|1.07
D17X120|100|1.23|100|1.11
D17X30|100|0.49|100|0.44
D17X40|100|0.52|100|0.47
D17X50|100|0.56|100|0.5
D17X60|100|0.67|100|0.6
D17X80|100|0.76|100|0.68
D17X90|100|0.8|100|0.72
D17.6X120/PE-1010|100|1.37|100|1.23
D17.6X120T/PET-1057|100|1.6|100|1.44
D18X100|100|0.91|100|0.82
D18X110|100|1.38|100|1.24
D18X120|100|1.47|100|1.33
D18X16|100|0.43|100|0.39
D18X18|100|0.44|100|0.4
D18X20|100|0.45|100|0.4
D18X22|100|0.46|100|0.41
D18X24|100|0.47|100|0.42
D18X26|100|0.48|100|0.43
D18X28|100|0.49|100|0.44
D18X30|100|0.5|100|0.45
D18X32|100|0.51|100|0.46
D18X36|100|0.52|100|0.47
D18X40|100|0.54|100|0.49
D18X45|100|0.57|100|0.51
D18X50|100|0.57|100|0.51
D18X55|100|0.58|100|0.52
D18X60|100|0.61|100|0.55
D18X70|100|0.64|100|0.58
D18X80|100|0.81|100|0.73
D18X90|100|0.86|100|0.77
D18.4X130/PE-1011|50|2.46|50|2.21
D18.4X130T/PET-1058|50|2.81|50|2.53
D19.2X140/PE-1012|50|2.48|50|2.23
D19.2X140T/PET-1059|50|2.91|50|2.62
D110X100|100|1.18|100|1.06
D110X110|100|1.61|100|1.45
