LM-422S|8.64|7.77
LM-424|13.23|11.91
LM-436|3.30|2.97
LM-436S|3.48|3.14
LM-438|5.14|4.63
LM-438S|5.31|4.78
LM-440|6.40|5.76
LM-440S|6.60|5.94
LM-442|7.86|7.08
LM-442S|8.13|7.31
LM-514|5.25|4.73
LM-514S|5.45|4.90
LM-516|6.23|5.61
LM-516S|6.41|5.77
LM-516SC|7.05|6.34
LM-518|8.21|7.39
LM-518S|8.38|7.54
LM-518SC|9.04|8.13
LM-520|10.45|9.41
LM-520S|10.64|9.57
LM-520C|11.29|10.16
LM-522|14.26|12.83
LM-522S|14.52|13.07
LM-524|21.01|18.91
LM-614|3.71|3.34
LM-614S|3.90|3.51
LM-616|4.46|4.01
LM-616S|4.65|4.19
LM-618|5.58|5.02
LM-618S|5.76|5.19
LM-618SC|6.41|5.77
LM-620|7.86|7.07
LM-620S|8.04|7.24
LM-622|10.17|9.16
LM-622S|10.43|9.39
LM-624|12.88|11.59
LM-704|4.65|4.19
LM-704S|4.84|4.35
LM-706|5.48|4.94
LM-706S|5.66|5.10
LM-708|6.50|5.85
LM-708S|6.67|6.00
LM-710|8.43|7.59
LM-710S|8.62|7.76
LM-712|10.87|9.78
LM-712S|11.13|10.02
LM-804|3.71|3.34
LM-804S|3.90|3.51
LM-806|6.75|6.08
LM-806S|6.94|6.24
LM-808|8.30|7.47
LM-808S|8.47|7.62
LM-810|11.23|10.11
LM-810S|11.42|10.28
LM-812|14.14|12.72
LM-812S|14.39|12.95
LM-814|18.53|16.68
LM-904|5.49|4.94
LM-906|6.49|5.84
LM-906S|6.67|6.00
LM-908|8.34|7.51
LM-908S|8.51|7.66
LM-910|11.62|10.46
LM-912|15.26|13.74
CL-002|0.37|0.34
CL-003|0.50|0.45
TM-005|1.93|1.74
TM-006|2.50|2.25
TM-008|3.17|2.85
TM-010|5.41|4.87
TM-012|3.03|2.73
TM-013|3.86|3.47
TM-014|3.94|3.55
TM-016|7.47|6.72
TM-018|4.43|3.99
TM-020|5.21|4.69
TM-021|7.95|7.16
TM-022|7.89|7.10
TM-023|14.09|12.68
TM-028|8.37|7.53
TM-029|11.73|10.56
TM-030|12.45|11.21
TM-031|20.70|18.63
TM-032|16.95|15.26
TM-033|20.11|18.10
TM-034|23.10|20.79
TM-036|26.51|23.86
TM-037|30.03|27.03
TM-040|42.10|37.89
TM-044|78.37|70.53
TM-100|4.11|3.70
TM-102|5.14|4.63
TM-104|6.78|6.10
TM-107|6.67|6.00
TM-108|7.46|6.71
TM-115|8.02|7.22
TM-116|8.60|7.74
TM-118|13.11|11.80
TM-122|11.77|10.59
TM-123|15.68|14.11
TM-124|18.42|16.58
TM-125|12.81|11.53
TM-127|20.53|18.48
TM-202|2.20|1.98
TM-204|2.33|2.10
TM-205|2.26|2.03
TM-208|4.77|4.29
TM-210|7.67|6.90
TM-213|12.27|11.04
TM-217|18.68|16.81
TM-226|57.62|51.86
TM-312|13.35|12.02
MC-009|43.32|38.99
MC-015|57.21|51.49
MC-010|59.67|53.70
MC-016|66.11|59.50
MC-011|85.15|76.64
MC-012|66.90|60.21
MC-013|119.74|107.77
MC-014|67.42|60.68
MC-017|98.05|88.25
MC-402|5.16|4.64
MC-403|7.47|6.72
MC-404|5.21|4.69
MC-407|7.43|6.69
MC-408|10.41|9.37
MC-409|10.76|9.68
MC-411|8.39|7.55
MC-412|9.73|8.76
MC-413|11.30|10.17
MC-414|14.77|13.29
MC-415|16.94|15.25
MC-416|22.65|20.39
MC-417|11.47|10.32
MC-419|16.44|14.80
MC-420|19.29|17.36
MC-421|24.55|22.10
MC-422|32.80|29.52
MC-425|32.81|29.53
MC-427|19.70|17.73
MC-428|27.74|24.97
MC-429|29.36|26.42
MC-430|44.01|39.61
MC-431|36.99|33.29
MC-432|42.14|37.93
MC-433|46.75|42.08
MC-435|56.56|50.90
MC-436|67.57|60.81
MC-437|93.55|84.20
MC-439|108.92|98.03
MC-441|109.37|98.43
MC-443|131.03|117.93
MC-601|2.38|2.14
MC-602|2.40|2.16
MC-604|2.16|1.94
MC-605|3.75|3.38
MC-606|4.84|4.36
MC-607|8.52|7.67
MC-608|7.76|6.98
MC-610|9.95|8.96
MC-613|15.87|14.28
MC-617|31.33|28.20
MC-618|48.22|43.40
MC-621|51.46|46.31
MC-622|72.63|65.37
MC-625|80.85|72.77
MC-704|7.00|6.30
MC-708|11.07|9.96
MC-709|15.61|14.05
MC-710|20.91|18.82
